,HP_Pel_kW,HP_Qth_kW,TES_Qflow_kWh,TES_SoC,EB_Pel_kW,HSUB_Qdem_B_kW,ROOM_Tindoor_Cdeg,CTRL_Tth_Cdeg,CTRL_Qth_spilled_kW,CTRL_QDH_B_kW
2000-01-01 00:30:00,3.569834893427042,18.66666665773,0.0,-1.0,47.03703704696667,21.01009560491814,292.4684815664597,20.0,0.0,0.0
2000-01-01 01:00:00,3.569834893427042,18.66666665773,0.0,-1.0,47.03703704696667,21.010095604918067,292.4684815247991,20.0,0.0,0.0
2000-01-01 01:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.603809941320075,21.010095604918106,292.55260801169004,20.0,0.0,0.0
2000-01-01 02:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.603809941320075,21.010095604918128,292.55260801169356,20.0,0.0,0.0
2000-01-01 02:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201423,21.01009560491809,292.63798354151805,20.0,0.0,0.0
2000-01-01 03:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201423,21.010095604918146,292.6379835418714,20.0,0.0,0.0
2000-01-01 03:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201605,21.010095604918103,292.72455158090276,20.0,0.0,0.0
2000-01-01 04:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201605,21.010095604918128,292.724551580897,20.0,0.0,0.0
2000-01-01 04:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201423,21.010095604918124,292.81158551228214,20.0,0.0,0.0
2000-01-01 05:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201423,21.01009560491807,292.8115855123663,20.0,0.0,0.0
2000-01-01 05:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413200793,21.010095604918103,293.0130171832324,20.0,0.0,0.0
2000-01-01 06:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413200793,21.010095604918142,293.01301718322554,20.0,0.0,0.0
2000-01-01 06:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201605,24.293640599656204,293.1388150623868,20.0,0.0,0.0
2000-01-01 07:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.6038099413201605,24.293640599656204,293.13881506206735,20.0,0.0,0.0
2000-01-01 07:30:00,3.569834893427042,18.66666665773,0.0,-1.0,6.2521932688068915,26.633518131215446,293.150473338159,20.0,0.0,0.0
2000-01-01 08:00:00,3.569834893427042,18.66666665773,0.0,-1.0,6.2521932688068915,26.63351811089197,293.1504733388745,20.0,0.0,0.0
2000-01-01 08:30:00,3.569834893427042,18.66666665773,0.0,-1.0,8.852057170179968,24.755137709319293,293.15044799641544,20.0,0.0,0.0
2000-01-01 09:00:00,3.569834893427042,18.66666665773,0.0,-1.0,8.852057170179968,24.755137700782328,293.150447996557,20.0,0.0,0.0
2000-01-01 09:30:00,3.569834893427042,18.66666665773,0.0,-1.0,6.764967825613698,22.468270318589827,293.1504298272928,20.0,0.0,0.0
2000-01-01 10:00:00,3.569834893427042,18.66666665773,0.0,-1.0,6.764967825613698,22.46827031599568,293.15042982697565,20.0,0.0,0.0
2000-01-01 10:30:00,3.569834893427042,18.66666665773,0.0,-1.0,4.224004064739647,21.316652464034725,293.1501839877284,20.0,0.0,0.0
2000-01-01 11:00:00,3.569834893427042,18.66666665773,0.0,-1.0,4.224004064739647,21.316652468139726,293.1501839880015,20.0,0.0,0.0
2000-01-01 11:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.9444286782330296,21.588614841192037,293.1503398480544,20.0,0.0,0.0
2000-01-01 12:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.9444286782330296,21.588614846196844,293.15033984818604,20.0,0.0,0.0
2000-01-01 12:30:00,3.569834893427042,18.66666665773,0.0,-1.0,3.246609098296492,23.05203920333693,293.14976680128956,20.0,0.0,0.0
2000-01-01 13:00:00,3.569834893427042,18.66666665773,0.0,-1.0,3.246609098296492,23.052039203581376,293.14976680131446,20.0,0.0,0.0
2000-01-01 13:30:00,3.569834893427042,18.66666665773,0.0,-1.0,4.872636162057087,21.858819959232918,293.1501597591593,20.0,0.0,0.0
2000-01-01 14:00:00,3.569834893427042,18.66666665773,0.0,-1.0,4.872636162057087,21.858819963993394,293.1501597585644,20.0,0.0,0.0
2000-01-01 14:30:00,3.569834893427042,18.66666665773,0.0,-1.0,3.5468370069593296,21.42380960256962,293.1501559792538,20.0,0.0,0.0
2000-01-01 15:00:00,3.569834893427042,18.66666665773,0.0,-1.0,3.5468370069593296,21.42380960293566,293.15015597895393,20.0,0.0,0.0
2000-01-01 15:30:00,3.569834893427042,18.66666665773,0.0,-1.0,3.063492161339623,20.38876519123082,293.1501628665668,20.0,0.0,0.0
2000-01-01 16:00:00,3.569834893427042,18.66666665773,0.0,-1.0,3.063492161339623,20.388765192250506,293.15016286644465,20.0,0.0,0.0
2000-01-01 16:30:00,3.569834893427042,18.66666665773,0.0,-1.0,1.9134428161338957,20.538856943221873,293.150165826456,20.0,0.0,0.0
2000-01-01 17:00:00,3.569834893427042,18.66666665773,0.0,-1.0,1.9134428161338957,20.538856944394315,293.1501658264561,20.0,0.0,0.0
2000-01-01 17:30:00,3.569834893427042,18.66666665773,0.0,-1.0,2.0802114296270164,22.923110773463236,293.1501680107169,20.0,0.0,0.0
2000-01-01 18:00:00,3.569834893427042,18.66666665773,0.0,-1.0,2.0802114296270164,22.923110776803,293.15016801118645,20.0,0.0,0.0
2000-01-01 18:30:00,3.569834893427042,18.66666665773,0.0,-1.0,4.729382354525557,21.612649706337944,293.15071096152025,20.0,0.0,0.0
2000-01-01 19:00:00,3.569834893427042,18.66666665773,0.0,-1.0,4.729382354525557,21.612649693129026,293.1507109620286,20.0,0.0,0.0
2000-01-01 19:30:00,3.569834893427042,18.66666665773,0.0,-1.0,3.273314483776695,19.74994773413484,293.15026612091543,20.0,0.0,0.0
2000-01-01 20:00:00,3.569834893427042,18.66666665773,0.0,-1.0,3.273314483776695,19.749947738402607,293.15026612065463,20.0,0.0,0.0
2000-01-01 20:30:00,3.569834893427042,18.66666665773,0.0,-1.0,1.203645645191785,18.33677135617119,293.15047026524775,20.0,0.0,0.0
2000-01-01 21:00:00,3.569834893427042,18.66666665773,0.0,-1.0,1.203645645191785,18.336771372781044,293.15047026677234,20.0,0.0,0.0
2000-01-01 21:30:00,3.4670542864953404,18.336771372781044,0.0,-1.0,0.0,19.15958273621739,293.15027043049395,20.0,0.0,0.0
2000-01-01 22:00:00,3.4670542864953404,18.336771372781044,0.0,-1.0,0.0,19.159582739627346,293.15027043097575,20.0,0.0,0.0
2000-01-01 22:30:00,3.569834893427042,18.66666665773,0.0,-1.0,0.5476845354414964,17.26265069276218,293.14972545692405,20.0,0.0,0.0
2000-01-01 23:00:00,3.569834893427042,18.66666665773,0.0,-1.0,0.5476845354414964,17.262650683292254,293.14972545564007,20.0,0.0,0.0
2000-01-01 23:30:00,3.141747654733434,17.262650683292254,0.0,-1.0,0.0,13.504506172838653,293.1500975500047,20.0,0.0,0.0
2000-01-02 00:00:00,3.141747654733434,17.262650683292254,0.0,-1.0,0.0,13.504506172838653,293.1500975500047,20.0,0.0,0.0
2000-01-02 00:30:00,2.117955305352393,13.504506172838655,0.0,-1.0,0.0,13.330386303414375,293.15009475699566,20.0,0.0,0.0
2000-01-02 01:00:00,2.117955305352393,13.504506172838655,0.0,-1.0,0.0,13.330386263484842,293.15009475707006,20.0,0.0,0.0
2000-01-02 01:30:00,2.075630796178245,13.333333326950001,0.002947063465158643,-1.0,0.0,13.159182379184703,293.1500942964604,20.0,0.0,0.0
