,LCOH [sek/kWh],LCOH HPs [sek/kWh],LCOH EBs [sek/kWh],LCOH DH [sek/kWh],LCOH HPs capex [sek/kWh],LCOH HPs opex [sek/kWh],LCOH EBs capex [sek/kWh],LCOH EBs opex [sek/kWh],CO2 [t],CO2 dh [t],CO2 el [t],overloadings,Qdh [kWh],Qtes [kWh],Qhp [kWh],Qeb [kWh]
0,482.8574892621374,91.92241922943694,4.1475084637515405,3.9300723068115313,54.442475351993714,45.55752464800628,60.15242108127593,39.84757891872406,114.65469852044208,15.158655042539085,84.84134495746092,0.0,251885.65563444892,-25066.103535391623,3423887.945098099,26590.704999589598
