,HP_Pel_kW,HP_Qth_kW,TES_Qflow_kWh,TES_SoC,EB_Pel_kW,HSUB_Qdem_B_kW,ROOM_Tindoor_Cdeg,CTRL_Tth_Cdeg,CTRL_Qth_spilled_kW,CTRL_QDH_B_kW
2000-01-01 00:30:00,9.147701916157965,47.83333331959,0.0,-1.0,14.629629644900007,54.63060074173691,292.4684815664597,20.0,0.0,0.0
2000-01-01 01:00:00,9.147701916157965,47.83333331959,0.0,-1.0,14.629629644900007,54.63060074173673,292.4684815247991,20.0,0.0,0.0
2000-01-01 01:30:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357940813,54.630600741736835,292.55260801169004,20.0,0.0,0.0
2000-01-01 02:00:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357940813,54.6306007417369,292.55260801169356,20.0,0.0,0.0
2000-01-01 02:30:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941003,54.630600741736785,292.63798354151805,20.0,0.0,0.0
2000-01-01 03:00:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941003,54.630600741736934,292.6379835418714,20.0,0.0,0.0
2000-01-01 03:30:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941039,54.63060074173682,292.72455158090276,20.0,0.0,0.0
2000-01-01 04:00:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941039,54.6306007417369,292.724551580897,20.0,0.0,0.0
2000-01-01 04:30:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941003,54.630600741736814,292.8115855122932,20.0,0.0,0.0
2000-01-01 05:00:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941003,54.63060074173698,292.8115855123783,20.0,0.0,0.0
2000-01-01 05:30:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941094,54.630600741736885,292.9178110783363,20.0,0.0,0.0
2000-01-01 06:00:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941094,54.63060074173691,292.9178110783389,20.0,0.0,0.0
2000-01-01 06:30:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941022,63.16849790309366,293.0107209954732,20.0,0.0,0.0
2000-01-01 07:00:00,9.147701916157965,47.83333331959,0.0,-1.0,7.552519357941022,63.16849790309364,293.0107210120756,20.0,0.0,0.0
2000-01-01 07:30:00,9.147701916157965,47.83333331959,0.0,-1.0,17.03907175944849,71.31830883302898,293.1021765694343,20.0,0.0,0.0
2000-01-01 08:00:00,9.147701916157965,47.83333331959,0.0,-1.0,17.03907175944849,71.31830883302916,293.1021765694168,20.0,0.0,0.0
2000-01-01 08:30:00,9.147701916157965,47.83333331959,0.0,-1.0,26.094417237154627,68.60170519320425,293.1129908746497,20.0,0.0,0.0
2000-01-01 09:00:00,9.147701916157965,47.83333331959,0.0,-1.0,26.094417237154627,68.60170519320431,293.112990874649,20.0,0.0,0.0
2000-01-01 09:30:00,9.147701916157965,47.83333331959,0.0,-1.0,23.075968748460355,64.26253886981588,293.15024278894276,20.0,0.0,0.0
2000-01-01 10:00:00,9.147701916157965,47.83333331959,0.0,-1.0,23.075968748460355,64.26253887020195,293.1502427889806,20.0,0.0,0.0
2000-01-01 10:30:00,9.147701916157965,47.83333331959,0.0,-1.0,18.25467283401328,61.199814171264116,293.1502341413049,20.0,0.0,0.0
2000-01-01 11:00:00,9.147701916157965,47.83333331959,0.0,-1.0,18.25467283401328,61.19981416794355,293.150234141572,20.0,0.0,0.0
2000-01-01 11:30:00,9.147701916157965,47.83333331959,0.0,-1.0,14.8516453870595,62.43938752378978,293.15022856396223,20.0,0.0,0.0
2000-01-01 12:00:00,9.147701916157965,47.83333331959,0.0,-1.0,14.8516453870595,62.43938751779456,293.15022856426566,20.0,0.0,0.0
2000-01-01 12:30:00,9.147701916157965,47.83333331959,0.0,-1.0,16.22894910911618,64.4940217125843,293.1502177081963,20.0,0.0,0.0
2000-01-01 13:00:00,9.147701916157965,47.83333331959,0.0,-1.0,16.22894910911618,64.49402171189915,293.1502177082599,20.0,0.0,0.0
2000-01-01 13:30:00,9.147701916157965,47.83333331959,0.0,-1.0,18.51187599145462,61.17776617819015,293.15020219954835,20.0,0.0,0.0
2000-01-01 14:00:00,9.147701916157965,47.83333331959,0.0,-1.0,18.51187599145462,61.177766133440024,293.1502022019241,20.0,0.0,0.0
2000-01-01 14:30:00,9.147701916157965,47.83333331959,0.0,-1.0,14.827147570944478,59.85274895326434,293.15019596890255,20.0,0.0,0.0
2000-01-01 15:00:00,9.147701916157965,47.83333331959,0.0,-1.0,14.827147570944478,59.85274894866933,293.1501959692348,20.0,0.0,0.0
2000-01-01 15:30:00,9.147701916157965,47.83333331959,0.0,-1.0,13.35490625453259,56.9785144539749,293.1502006299752,20.0,0.0,0.0
2000-01-01 16:00:00,9.147701916157965,47.83333331959,0.0,-1.0,13.35490625453259,56.97851445438979,293.15020062993534,20.0,0.0,0.0
2000-01-01 16:30:00,9.147701916157965,47.83333331959,0.0,-1.0,10.161312371999767,57.19588633733948,293.15020155755514,20.0,0.0,0.0
2000-01-01 17:00:00,9.147701916157965,47.83333331959,0.0,-1.0,10.161312371999767,57.19588634921553,293.1502015587518,20.0,0.0,0.0
2000-01-01 17:30:00,9.147701916157965,47.83333331959,0.0,-1.0,10.402836699583927,61.78101411204788,293.15055920417564,20.0,0.0,0.0
2000-01-01 18:00:00,9.147701916157965,47.83333331959,0.0,-1.0,10.402836699583927,61.78101409218606,293.15055920576697,20.0,0.0,0.0
2000-01-01 18:30:00,9.147701916157965,47.83333331959,0.0,-1.0,15.497423080662296,60.02982364397517,293.1502782747123,20.0,0.0,0.0
2000-01-01 19:00:00,9.147701916157965,47.83333331959,0.0,-1.0,15.497423080662296,60.02982363366984,293.1502782755838,20.0,0.0,0.0
2000-01-01 19:30:00,9.147701916157965,47.83333331959,0.0,-1.0,13.551655904533161,55.31762813607397,293.150240514439,20.0,0.0,0.0
2000-01-01 20:00:00,9.147701916157965,47.83333331959,0.0,-1.0,13.551655904533161,55.317628182400576,293.1502405120632,20.0,0.0,0.0
2000-01-01 20:30:00,9.147701916157965,47.83333331959,0.0,-1.0,8.31588318090064,52.68912365335729,293.1502171995071,20.0,0.0,0.0
2000-01-01 21:00:00,9.147701916157965,47.83333331959,0.0,-1.0,8.31588318090064,52.68912362153748,293.1502172001636,20.0,0.0,0.0
2000-01-01 21:30:00,9.147701916157965,47.83333331959,0.0,-1.0,5.3953225577194335,55.22954681603327,293.15018794806764,20.0,0.0,0.0
