Pel_ea_m2
0.00617094
0.00617094
0.00617094
0.00617094
0.005992069
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.005299983
0.006124368
0.006124368
0.006124413
0.006182163
0.008028846
0.008028846
0.008028749
0.008028749
0.008028749
0.008028749
0.006252893
0.006077789
0.006077789
0.004271645
0.004116225
0.004116225
0.004116225
0.004116225
0.004116225
0.004116225
0.004116225
0.004116225
0.005426931
0.006124368
0.006124413
0.006124368
0.006124368
0.006124368
0.007272056
0.008028846
0.008028749
0.008028749
0.008028749
0.007485462
0.006124368
0.006124368
0.006124368
0.004614104
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.004256668
0.006090832
0.006124368
0.006124368
0.006124368
0.006124368
0.006124368
0.007645018
0.00821407
0.00821407
0.008213966
0.008213966
0.008128779
0.006310622
0.006310622
0.005169256
0.004443847
0.004443847
0.004443847
0.004443847
0.004443847
0.004443847
0.004443847
0.004443847
0.00444387
0.00444387
0.004776833
0.006310671
0.006310671
0.006310671
0.006310671
0.006344187
0.008260359
0.008260359
0.008260359
0.008260359
0.008260254
0.007011917
0.00635717
0.00481607
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490652
0.005939923
0.006403763
0.006403763
0.006403763
0.006403763
0.006632666
0.008260359
0.008260359
0.008260359
0.008260359
0.008260254
0.007641308
0.006403712
0.006042385
0.004537404
0.004537404
0.004537404
0.004537404
0.004537404
0.004537404
0.004537404
0.004537404
0.004537404
0.004537404
0.00609274
0.006403763
0.006403712
0.006403712
0.006403763
0.006463329
0.008260359
0.008260359
0.008260359
0.008260359
0.008136188
0.006403712
0.006403712
0.005130029
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490628
0.004490652
0.004490652
0.004490652
0.004490652
0.004490652
0.004490652
0.004490652
0.00619334
0.00635722
0.007865762
0.00821407
0.00821407
0.00821407
0.008213966
0.007225559
0.006310622
0.006094558
0.004397061
0.004397061
0.004397061
0.004397061
0.004397061
0.004397061
0.004397061
0.004397083
0.004397083
0.005370963
0.006264115
0.006264115
0.006264115
0.006264115
0.006264115
0.006452161
0.008352919
0.008352919
0.008352919
0.008352809
0.008352809
0.007841574
0.006496778
0.006496778
0.005656448
0.004630938
0.004630938
0.004630938
0.004630938
0.004630938
0.004630938
0.004630938
0.005417598
0.006496778
0.006496778
0.006496778
0.006496778
0.006496778
0.006496778
0.008245548
0.008352919
0.008352919
0.008352919
0.008352809
0.008352809
0.007119684
0.006496778
0.006496778
0.005861586
0.004630938
0.004630938
0.004630938
0.004630938
0.004630938
0.004630938
0.004630938
0.005749707
0.006496778
0.006496831
0.006496831
0.007960287
0.008584081
0.0085842
0.0085842
0.010054845
0.01056614
0.010102702
0.008676666
0.008676542
0.007060231
0.006550745
0.004911406
0.004911406
0.004911406
0.004911406
0.004911406
0.004911406
0.004911406
0.004911434
0.004911434
0.004911434
0.004911434
0.004911434
0.004911434
0.004911434
0.004911434
0.004978716
0.006822376
0.00835477
0.008861517
0.008861517
0.008861517
0.008861384
0.007147549
0.0068093
0.00500485
0.00500485
0.00500485
0.00500485
0.00500485
0.00500485
0.00500485
0.005004879
0.005004879
0.005004879
0.005004879
0.005004879
0.005004879
0.005004879
0.00500485
0.005004879
0.006779607
0.008012171
0.008861517
0.008861517
0.008861517
0.008861517
0.007576381
0.006822316
0.006163489
0.004958131
0.004958131
0.004958131
0.004958131
0.004958131
0.004958131
0.004958159
0.004958159
0.004958159
0.004958159
0.004958159
0.004958159
0.004958159
0.004958159
0.004958159
0.006586153
0.008275171
0.008815314
0.008815314
0.008815314
0.008815184
0.007004484
0.006565631
0.005051563
0.005051563
0.005051563
0.005051563
0.005051563
0.005051563
0.005051563
0.005051593
0.005051593
0.005051593
0.005051593
0.005051593
0.005051593
0.005051593
0.005051593
0.005051593
0.006468913
0.006935781
0.008769105
0.008769105
0.008769105
0.008728309
0.006915271
0.006277103
0.00500485
0.00500485
0.00500485
0.00500485
0.00500485
0.00500485
0.00500485
0.005004879
0.005004879
0.005004879
0.005004879
0.005460562
0.005704984
0.005704984
0.005704984
0.005704984
0.005738556
0.007611711
0.009166284
0.008898474
0.007658085
0.007658001
0.007658001
0.005800057
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.005798192
0.007466904
0.007797081
0.007797169
0.007797081
0.007797169
0.008739528
0.009645914
0.009645914
0.008073309
0.007797081
0.007797081
0.006273379
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.005938017
0.00738895
0.007982429
0.007982429
0.007982429
0.007982429
0.008132584
0.00992228
0.00992228
0.00992228
0.00992228
0.00846014
0.007873086
0.006217507
